"","Cluster ID","Average Coverage","SD Coverage","Average Divergence","SD Divergence","Slope","Estimated Half-life","Top Hit","No. of Hits","%cluster","%genome"
"154","CL234",36.0374959349594,27.0883754665713,0.0602763225,0.0452206828597281,"8.04391950047372",-0.0861703278506361,"DNA.CMC.EnSpm","284hits","56.6%","0.016"
"155","CL236",49.190243902439,NA,0.068022069,NA,NA,NA,"Low_complexity","3hits","0.281%","0.015"
"156","CL237",85.4965853658537,NA,0.042051845,NA,NA,NA,"Simple_repeat","5hits","0.545%","0.015"
"157","CL238",102.628943089431,NA,0.060654048,NA,NA,NA,"Simple_repeat","15hits","1.54%","0.015"
"158","CL242",20.4910243902439,9.43586284157804,0.018478446,0.0101958971287223,"20.3554246193296",-0.034052209350707,"DNA.MULE.MuDR","19hits","3.8%","0.013"
"159","CL244",43.6652032520325,18.61606346549,0.0231543475,2.05987276427441e-05,"-9276.87456788785",7.47177484709444e-05,"Simple_repeat","5hits","0.757%","0.012"
"160","CL245",73.590243902439,NA,0.034056279,NA,NA,NA,"Simple_repeat","7hits","1.32%","0.012"
"161","CL246",29.0379837398374,NA,0.058008217,NA,NA,NA,"LTR.Copia","266hits","76.2%","0.012"
"162","CL249",94.3791869918699,NA,0.021023296,NA,NA,NA,"Simple_repeat","40hits","4.95%","0.011"
"163","CL250",30.7281300813008,NA,0.033124589,NA,NA,NA,"Simple_repeat","2hits","0.305%","0.011"
"164","CL251",37.1273170731707,3.05042416102505,0.051671577,0.008318981173012,"-4.29408034082591",0.161419238939211,"Simple_repeat","7hits","0.795%","0.011"
"165","CL255",36.1149268292683,NA,0.053293463,NA,NA,NA,"LTR.Copia","22hits","5.26%","0.01"
"166","CL256",64.8816910569106,NA,0.042986162,NA,NA,NA,"Simple_repeat","11hits","1.06%","0.01"
